Attendee_ID,Group_Size,Arrival_Time_Min,Arrival_Location_X,Arrival_Location_Y,Dist_G1,Dist_G2,Dist_G3,Dist_G4
S2313,1,0,9.42565903124204,38.227108545148326,454.7282561362046,944.204165016692,958.2423579630624,875.8427520222307
S5393,2,3,112.69690663795473,542.943269864835,527.5136260667012,489.45639309430743,589.8456726428393,364.8038542634537
S18349,1,7,394.7107038276753,961.5608373737082,823.9789844218154,152.47623037195365,360.8137076370965,162.8037918173404
S19255,2,7,158.52949870066135,324.6502603914859,347.5244226493994,622.2152693448903,654.4698483553829,562.6996168068962
S7760,1,9,539.1683989655884,580.8696990338359,449.63611816151314,270.10124132296886,200.07899198689793,412.439590696983
S18880,1,10,392.662567494979,556.4942347109647,421.1707218727784,308.7472510356867,329.06032084165275,351.054745702872
S10157,2,10,200.7309121790206,397.5285526145508,360.56182755899135,538.1128219121838,576.9972649947342,484.5807062913933
S9938,2,10,570.1699634857837,531.0522055797261,408.6724396578504,325.0314700656731,223.9667085593477,470.0310135049989
S19797,1,11,174.01806036828827,975.0223369125118,880.655684619964,346.2072517748979,554.652758891913,125.06452292690956
S13773,5,11,861.8004078875488,978.9584290298087,933.7234871609547,388.8291050592921,312.6545475107246,615.6338950282526
S16772,1,12,121.6926771006297,815.6770455703297,752.7382559844973,375.53162343867746,556.7506654835105,147.02182382776078
S7744,1,13,837.691191647191,483.4198638609427,516.1486372953651,499.3765784336869,297.61516165572795,704.9274674673653
S12306,2,13,159.83529187215893,470.47451122858496,441.8525084730201,505.0298041752777,574.3408318847818,419.4421100259558
S16678,1,13,815.725135726376,472.9966593094809,492.86956576225145,492.4842591263193,295.0167366278484,692.9171286024131
S19747,3,15,845.4639622711638,506.45930994769526,537.4264109055689,488.37125359357935,283.4685034548083,698.8194717203509
S5851,1,15,881.3607769050802,907.1078427095443,879.0765818969272,390.07007599599075,273.9248638850873,627.671262438549
S2307,2,15,379.88845325712464,444.80744321131516,313.74885976334815,419.0431253009525,408.58079037796415,452.1194576407136
S2105,1,16,68.49870051177254,358.8793209359271,442.3646630556472,649.138032649214,708.7011482411064,552.4452862634621
S7518,1,16,395.72299338995145,341.1943313275465,209.46834499388885,516.0953486497582,477.3852285888378,556.219292410416
S879,1,16,385.26095680871595,5.098344372325592,150.48633048131134,849.6118513274323,780.0564091667173,883.7942313599076
S7476,2,17,951.8645596397021,693.1575139806082,745.3580568269887,481.3950888007797,282.45304254971273,721.9188294827319
S9831,2,17,618.0648219472388,598.1906368799154,487.46918495915,277.62355999774667,142.91822166214772,459.6157660441553
S17308,1,17,488.7584146559899,143.42482035776172,36.253492742988186,704.0899066360618,615.0559683635018,772.1645915245741
S19974,1,19,979.9336195793029,513.3685214232416,646.2619288373309,588.1684161690537,376.91501215918555,812.5960746537222
S10407,1,19,313.587713844428,739.1514112608851,615.4551943178739,212.046187906335,358.41646629514526,152.0186305432658
S18063,1,19,820.0219445647123,552.9078170583055,552.9236039811607,437.9989408375587,231.31659712122593,653.0333486386031
S11141,1,19,894.1137846448019,491.5327511436601,564.5183463337899,534.1267948183798,326.3775079523881,748.052572513984
S7880,1,20,619.0212810332574,299.8903688648397,230.9678500770152,561.2646172900982,433.92483241426226,684.4995562379934
S175,1,20,87.99075953966984,49.69939819182112,375.63656852340876,896.0031929729458,896.9680836143443,845.9498054550825
S3243,2,20,187.5258859806821,252.66162864489382,288.26542809916265,669.9901424725759,680.4607667801273,630.0260720020074
S7524,1,21,266.4682531936291,450.2818256324136,362.2036227447282,458.6861732910439,492.8934030250883,429.02814948109864
S10228,2,21,749.0349533532591,991.7189486392764,902.1503916178111,291.3675204919119,272.2913257981505,507.3699993897639
S4311,1,21,822.7793640662718,641.8046266027235,623.8104310481617,386.2228646293359,175.05803300386108,616.0202868760492
S16109,1,22,222.187256241125,588.2378390289217,504.37235538108797,376.9761408788244,471.70399132779613,292.66845178956015
S63,2,22,772.8546447279382,248.71267369097106,338.2249651455529,659.7259798790877,492.3297507280089,816.2849938424722
S14778,1,22,871.3055376148645,735.9306028756209,728.5649002518444,391.6514240909654,199.4755859542438,633.394073058435
S5592,2,22,52.2494053118876,568.72315640836,586.9321438887126,523.9357198621874,640.4427580672923,370.38753293313243
S1479,5,23,898.8138325875138,957.1676790063979,931.3372419014642,417.6016083378882,320.67216720110406,649.2071821966013
S587,4,23,97.08045834316358,423.55100745767317,455.063005406456,582.0241232166146,651.6800407425377,481.9557639325845
S19651,1,23,977.5719060763615,702.9511296828844,769.9491780399865,502.91135881064423,306.91641504889105,744.409255127671
S1200,1,23,725.3992190287203,633.9052188317523,564.5130958859892,313.52013641770657,110.49068660783048,531.0943415107726
S13089,1,24,685.2054507820513,90.1010122268664,237.71686522698494,780.6836406374115,640.6181447785314,899.0257272755936
S19076,1,24,593.1656889830999,369.53735304091,269.4232540097096,487.74317177866266,369.5292623955741,611.9752399274037
S18704,3,24,83.5974356887369,857.213120992254,806.9525429901972,412.392789603208,601.7786958827076,172.11769394074784
S15317,2,24,409.7009533734893,281.7479993368359,148.48630234563794,572.2563344610901,519.8079405705205,617.268112662824
S5606,4,24,643.6684935841067,789.8618022624698,677.6981373441515,158.62703190434843,65.66069674673143,399.45948279744755
S19160,2,25,290.59348567126784,195.00675701879456,171.30999774960097,684.0031749774543,657.4463666993324,685.0923199684594
S5352,4,25,661.3447625383191,766.5714266570847,660.7512469616446,184.19047777847305,37.506793276259685,422.3103305020532
S3631,1,25,700.4527214218871,291.7927010646094,290.74743303978767,592.1477060561227,439.71619729151024,737.573615115548
S14495,2,25,338.8474623540585,822.6713976029705,692.4705448865775,158.97532396637422,345.5513926328076,101.65884409614519
S1909,1,26,771.6252339440487,63.63056080340313,327.84993624064253,830.9368264506247,674.3646453430515,965.7452562052802
S3782,3,26,954.0465346206844,578.8605312963629,666.5368501851973,531.1088513473965,320.351073051343,761.4416570825831
S86,3,27,753.9588365846571,117.2002919723114,302.08774893398714,774.5409852648677,618.8451095918151,911.1501685475455
S11753,1,27,622.0122699513254,455.3398070298843,358.24679157876193,411.92655434707507,279.7260634715619,561.0770297527871
S10792,1,27,355.963360943033,626.0326228026744,495.9344474417772,261.9422593226607,332.78731436496207,272.7544621892273
S563,1,27,750.9680572863866,47.81698099989895,312.07349305631084,839.3636044737685,687.3268493332968,968.3803202423899
S19636,1,27,35.572776671596195,696.1549543887143,695.5028608305631,484.53826069876607,637.259483390353,285.1841475063124
S889,1,28,861.3365637230572,318.2702947335734,445.97549805543207,643.135690633333,453.7462812840181,826.4683191645728
S8157,1,28,672.9634354860293,951.568058996805,841.2877375888347,205.41368708578014,220.98960732786966,424.86976696714623
S13781,3,29,301.2944015479754,927.7362121867866,802.5234570330028,210.4827628005131,419.78559427788235,67.59482711872806
S11938,1,30,377.63392855082844,600.3806879808827,466.830973504561,273.9315295904103,321.7850868146326,304.8172328381674
S5557,4,30,813.8437768048149,1.4854423582533194,386.6576430856398,903.7746553761276,742.7838777794294,1040.8401598136284
S10468,3,30,309.84017986466637,263.9086238491003,189.35835949537955,612.5056527695585,590.6535802089403,617.7298295365133
S1409,1,30,298.3216863384647,362.8109818025977,271.3778532800255,523.3835032225874,524.2297332276231,518.1988938296228
S14814,1,30,909.1627802729882,646.1396437690257,681.843751673481,459.72161391831406,251.83956018437354,695.0656974918753
S17320,1,31,63.675693185883176,942.4436069261334,892.1102821981619,442.5097075898983,644.0688134609795,200.8736481807461
S96,1,32,972.1564236900906,424.03557577260943,592.2157059432038,637.2972747660021,429.0955588729969,849.9512565830286
S10402,1,32,956.9738504358475,840.7976131318574,863.6724810113011,461.146930086189,305.63676691101216,703.7060512676021
S12566,2,33,74.40735990029235,494.5793430269714,518.749630579614,549.7028645294657,642.4144047811495,424.56002522394357
S18685,1,33,64.56261418002951,839.1778107365326,800.0174632804936,431.3925789373195,616.9716604705662,193.91238685299695
S9246,2,33,326.7573545836746,613.4934266051199,490.3200313410024,288.70403831926154,364.4641522973998,275.34539701056707
S7322,1,33,837.338665973794,425.3605352699784,479.15344488565626,542.9373896796591,347.1727577832866,738.8048877972429
S8791,1,34,938.8524198552637,77.8120329771268,490.0618334060641,888.0403011132333,705.2446490352094,1053.9056370427913
S3014,2,34,156.0007718103904,925.8522317956056,840.3487278307181,348.7937943498348,551.6199950785569,108.84641150664741
S19871,1,35,258.4008389687956,348.8456621394158,285.52953529605975,552.2943902626151,562.7653422812022,530.3078427771217
S6423,1,36,545.5912609477353,186.9395451703275,104.24287296403445,662.4075222502435,558.1221733566191,750.9869285043211
S8302,1,36,644.3204640106718,724.1426154064818,615.1237072605377,192.99679860998432,28.322734780234175,419.6776105524445
S7051,1,36,212.30711866792973,310.88775814850254,295.1639854397267,606.9108881070001,622.3902286173588,569.80044619186
S9396,1,36,135.2198501043499,704.1065488715215,647.6385309902332,388.10817974497286,537.3344422044686,211.70523055517077
S11415,2,37,37.79515688981927,980.0417289230357,937.2564496678837,476.8756426745749,681.4115936239263,238.8756973081974
S14811,2,37,73.77836540650517,938.1589776400617,883.8784741741816,431.7276255212796,633.1193703685109,189.93753558466793
S12728,1,38,293.32672223740366,206.0155671684246,172.6527510379941,672.68191551594,646.9064137084797,674.2518380540669
S3624,4,38,387.37001607071375,464.8959786684952,331.7674472396072,397.6719551034906,389.2901358751625,435.0866677613993
S1350,2,38,568.1877414840276,477.3973612069959,356.9682715154401,377.0799993373607,273.60288905835216,509.81631927057117
S12163,2,38,593.6767859048243,113.37598958478279,143.39521666650276,740.5889549302508,622.1423989204911,837.5910920395164
S17676,2,38,244.93945265592765,599.1960705533885,504.3527220070333,353.00581132858645,446.72000112926764,280.09856724630174
S18795,1,39,961.2624993554865,364.02548350613796,555.8656451917668,671.0531226391685,467.0038774309392,874.7103582206311
S19998,1,39,305.00757914239665,826.4530239488662,702.5288373968638,192.02233338380077,379.21331617526215,73.11373657825492
S16337,4,39,27.401337410297376,876.7995029036935,851.0632739955528,469.3906473637443,660.8786310867905,226.92373116914692
S9406,1,39,701.9699772493868,211.34993746884868,259.37938876844214,668.6814508409565,520.100951749669,803.9510631039948
S7850,2,40,12.590884149364157,134.97433356935872,440.13826754449775,860.9450628864388,888.5032657786822,782.4377171426904
S12433,2,40,145.27890804841547,55.65986863918382,318.6859441694315,865.964778546777,856.066644420929,830.6649493449919
S13335,1,40,698.0231891954078,596.024834407366,518.15227850859,322.6342136617091,137.06821144342422,526.3379480794185
S8715,1,40,136.18426131198302,875.9714492302027,801.4928613620478,360.8178102949637,555.0959865553392,118.17118700301404
S11734,5,41,892.0425433355773,895.6872377495976,874.441277289407,399.08962061115005,275.1764174064647,637.9442206019831
S16971,2,41,141.28767307600688,180.20053319037999,314.0491053324878,755.6405421090168,764.5063141502965,708.0169218667531
S14091,1,42,837.3207728579308,330.12846557483977,429.20983809350855,619.8679865449615,433.27324445729846,800.8178519074561
S13045,5,42,825.3461515385966,215.60066440044557,380.3077741297778,712.6155711857559,537.3545836772876,875.4200699352717
S7854,1,42,750.4858407156635,191.12891573671087,302.2024256812141,704.0039994030658,545.1458713660577,848.2591713630942
S2161,3,42,497.40668773542683,912.7960086015385,774.4619229313247,65.33520021593708,252.29113586028112,245.412731901177
S18649,1,43,779.8800983273902,752.4271676141362,694.6725755836568,299.4887610810207,110.16619187200071,540.6258630567022
S9242,2,43,703.262178666508,866.4171935787726,768.7688936928658,208.2497849071216,139.4092917110111,449.1293335701013
S9939,2,43,503.30450622212953,378.2268492481404,243.90790577811435,469.3107138033008,390.61293151898406,559.3822390874842
S2868,1,43,423.47603230986294,773.961132108428,635.0088929809033,103.18186999425846,252.18474805701766,199.19398852585
S5817,1,43,952.6137525619077,843.7134128584262,863.5098704039941,456.7539515760067,302.6519449593071,699.1986803773326
S17054,3,43,65.26149054978036,181.33519050106995,389.6817462468449,793.205851640937,818.3418009976803,722.958430768323
S18748,1,44,998.698173015658,496.3561129358265,652.2008130118802,613.2845436817379,402.0662068613903,837.0370571630265
S2829,2,44,218.8273012464943,293.25878887832323,279.82465705905423,619.6090533578332,629.7039998924635,586.9526324806837
S15025,4,44,114.70045282325725,560.2617335162782,539.6126603147142,477.2713057329173,582.6507368630596,348.0999610224151
S6904,3,45,369.5435095837306,894.3344311104181,759.2770782345902,134.74116240615024,343.85412562372494,116.22824321344918
S1880,3,46,817.3686429539351,911.2010521832586,853.41025800349,327.74759591560945,231.91428256319253,563.9678078110576
S1414,3,47,512.0240508058057,734.8539705566144,598.1772364087411,113.77664115066112,159.93473794541092,295.3519654286799
S453,1,47,892.6495091037087,863.2009874872142,846.8254612899556,397.0855632134926,257.5221475916469,638.5353958894236
S7916,1,47,28.748058617970806,997.6883029233605,957.084792007185,490.68399937327024,696.414326548799,254.82108665569032
S11357,4,48,966.3975454748982,856.566777464011,881.9782256552788,470.6099822745193,320.3126903698701,712.4421506889291
S2486,1,48,16.695464784101667,138.35335115303872,436.01096823443976,855.8458837972131,883.1923907220252,777.9611995510562
S8949,1,48,690.3762798068559,975.0159435824396,868.5421209587986,232.5862348973749,245.13210871165677,446.4793313994938
S10801,2,48,690.871282020204,929.421219828162,824.9248582605479,211.513573536437,199.7430280289476,439.4445838020139
S10268,1,48,350.7100568053967,813.3381446968874,681.3896977533882,149.12590483581656,331.68179803242157,116.71322291446849
S573,3,48,867.9852733363018,313.2385264502835,450.1106741478878,651.0594755189477,461.11116936695737,834.7667717843348
S654,4,48,144.04424488596968,959.7289530964252,876.2655148896323,369.3036865038339,575.4496280571404,136.58017864678305
S13846,1,48,82.7831126451164,574.7429046716964,571.1122889802342,495.0050689973462,609.3818347479944,349.39766907100255
S8721,1,49,821.0492419034092,38.173950212916694,382.06041642264637,872.1882534656457,708.2884408639853,1014.1055443839931
S4427,3,49,78.79998753812755,648.0007988172173,631.070773525108,462.3237935823194,598.8231201371381,290.2225267476667
S16917,1,49,371.3679942303071,617.506801869015,484.75395674844685,261.5132403156775,321.10166929014457,286.6227823698025
S19870,1,49,66.08388481352844,417.7270552909997,476.25220564769904,607.7887827738407,681.8304885781497,498.32723844176513
S13270,2,49,849.8477647873681,5.161717728733084,419.2888715178892,913.6708849292893,746.9256595702187,1057.589586981615
S1854,2,49,895.8405014141739,529.9781608364317,590.5462101963386,510.6650311186241,300.6494429533207,730.3902558347123
S1995,1,49,167.87272706462676,901.8671815681463,813.7210304244587,332.4812815822512,532.3383876821239,89.3786975994598
S19528,4,50,85.87077573093028,672.4138255139613,646.8621827857481,445.81549757826616,588.9105726356646,266.6600286528235
S8574,1,50,318.19095154992925,870.7534222179969,743.3991464906633,179.20224699138578,380.4728632085059,64.42582472960545
S17966,2,50,150.6009145306879,487.3695388998398,460.64378874037106,498.89183729293677,575.2445766537505,405.2635339176272
S14226,2,51,712.2412645913365,441.9816168730415,398.47039091828924,459.6108705523153,291.4050202726206,633.0906412809088
S12084,1,51,125.38366797251666,52.84614086813577,338.62899348026133,876.7582680235101,870.6356871190787,836.289782672714
S6701,5,51,655.0604312200727,455.0772136920506,374.7770275168488,423.4605892866456,276.01805334059486,583.4602166304869
S13262,5,51,485.92324571324554,918.6853927769869,779.768013713558,71.89873943997593,264.52078659842374,234.9623630688702
S17582,1,51,832.0658544403304,811.1946411205652,771.3108314988374,338.1428863233264,179.30732197331037,581.73413339224
S12736,3,51,97.78720979260136,710.3574811379227,672.0874907738634,421.04202764243826,574.4705707253881,230.18928884006627
S2662,1,51,245.38352443959354,180.44371885918332,211.30112389797904,712.5179878481202,696.1097493320256,698.7510889394865
S17837,1,52,112.89696544046679,599.9200001037661,572.1367425982817,456.0238584554202,574.0719369096561,312.9873039841523
S3440,1,52,626.4785357848205,365.6809857829647,285.12905012846414,499.1856291315143,367.7163114206116,634.149050446804
S4676,1,52,310.4838534946844,722.7362590689916,600.2042654856651,223.45175604131117,361.5029716094028,166.1823954583309
S17210,1,52,979.1258630073361,205.94322220389392,530.5821711344572,803.1805082553251,607.973262284631,989.2140955018184
S4813,2,53,53.67741136551163,550.8763556813522,573.0184423336996,532.4584269051383,643.8128834127576,384.7209257174704
S5633,3,53,258.00993554486763,900.5741090853064,785.4611001417104,243.71921996255526,447.44166948563634,21.752808741965367
S3771,1,53,209.7303005648572,994.271437217447,888.5136864426566,321.6007833035817,532.1043566059619,123.46410435795381
S7721,3,53,973.46508507646,651.2861988388541,730.0605538562218,516.317249723474,311.81427506636624,754.3845303807074
S12830,1,54,345.12430199790913,215.09847414750703,131.41430792952963,650.1005249268709,610.332453205232,670.2199995567435
S848,1,54,545.2095007574483,757.9262406323398,625.1825744382469,102.24243007684241,129.6097024221246,315.13963812925914
S7534,1,54,827.9084101180172,914.0594511072436,860.5383297993791,338.64282178940323,240.83694766600738,574.6574589309241
S16563,1,54,885.9336554376667,783.202195110806,775.8084122872532,395.3188338268835,220.40569105720039,638.8648181085149
S17186,1,54,779.9418818379921,841.241751746286,774.1769442286942,284.13502243485055,154.65601430444602,526.9931740305152
S13434,1,55,954.1300595834707,234.7342060291281,510.3657742562088,765.1491947735427,570.5408778115834,951.3147815399433
S3320,1,55,609.2378303147306,567.8959740654536,455.9807620134176,301.69121822601073,174.33639530568075,472.06256223351545
S6032,4,55,572.6874235308107,973.1408156723094,842.106910424848,147.27882372008497,262.06628055195466,331.9621007530923
S8510,1,55,345.6259940738414,500.41145532585654,376.34092895731357,378.1938293308229,399.2916921710298,389.57883004588354
S2433,1,56,893.3721098634602,952.601810762099,924.726300082192,411.1624413204728,313.5958906880013,643.2678188288596
S2825,2,56,517.0750722609557,403.2153314140936,271.33610370046574,444.7689524948847,362.13197391497994,543.6414657760974
S2367,1,56,706.5381509059519,497.94770175431114,439.1200839376006,408.1063422418057,235.19765377691536,591.4502685230391
S12233,2,57,547.8748681269851,366.76093283205546,246.26813356365435,483.522057110715,384.37962677030066,590.5155036109823
S6017,2,57,111.35749461093248,787.6708454374158,732.4485643356174,389.1412924441738,563.4439230304254,169.71292582884587
S19746,1,57,376.2026657055994,188.02582551467583,90.52710287957774,670.2236297709379,617.9029354240364,701.7782960213086
S1629,1,58,404.96842997697667,278.4488195869488,146.80162738739043,576.245722798428,525.0494074584393,619.2933412861552
S17293,1,58,76.84826112283471,834.1354213895451,789.691282430247,419.23945651215905,603.9967803987131,183.0818142301073
S3713,2,58,657.2669161176042,212.21897988288697,217.06127477240176,655.4404868197689,518.5685712162616,779.1999014322167
S14058,4,58,297.2464520168214,453.4894359383771,350.25411304117205,441.22671405449336,465.98958101640505,427.8080951176994
S3686,1,58,927.1116085418079,100.11047608734658,476.04983953614965,862.8580898518029,680.1655553268632,1029.3402893977525
S14820,2,58,524.9535262933929,443.3500152855512,312.199666265257,405.17352109960274,322.6381953380894,512.9885301695542
S14964,1,58,267.85000994970244,442.44805206932693,354.785637759291,464.8068576756386,496.26440912148263,436.899464237352
S16292,4,58,825.4269512391013,478.9147178194062,504.023111805325,494.4125079051313,294.7981038274184,697.3876940410348
S3883,1,59,790.7884757303669,214.37209601955942,346.2481914333575,698.4252381291728,529.7222864026031,854.2360838663724
S5048,1,59,875.4982216300114,418.3630041405192,506.408125758057,572.9344430575185,372.7353252261101,773.4238286906376
S8849,1,59,132.792980983646,727.2969400347262,669.1049408412018,382.4558212117915,539.1187198259058,194.4807230718348
S11623,2,59,766.356301260113,243.7367575095012,330.47935715893,661.5620627532979,495.9223635279808,816.040894142578
S5571,2,59,399.63347897075255,79.9941141441498,79.8274153998148,773.4954233063855,705.2611446522424,812.249090615265
S10037,2,59,100.34160137240167,339.71716528969,405.2115914337834,643.637132346601,692.4272404620947,560.9650299466366
S7504,2,59,826.6408794724056,741.735991006933,708.7775944323214,347.2569466876292,155.14073607154035,588.5901972062665
S18866,2,59,707.7769952297148,595.6292988300992,522.495562352165,329.13594324448746,139.63881689715447,534.7958648420018
S5321,1,60,855.3926092105645,996.736364946654,946.9937065079021,389.26920455409703,323.27633925365467,612.4753914607111
S4587,2,60,806.1854810715395,239.69353683983775,367.37230033045745,682.4186907609085,508.92301776215896,844.6609453986067
S1348,1,61,276.7184487417259,466.45830909112954,371.2020383024399,439.5524051597477,475.32157293530713,413.287216910245
S17538,1,61,737.336295188195,21.275265350785165,308.2562863495727,860.7645509174178,712.3175660069297,984.4996315657302
S4031,5,61,959.3419869995183,528.724302136844,638.8110216671934,562.4995580726741,351.2378780582016,787.3089776353576
S17959,1,61,968.7621098806163,884.3134306635833,906.0219828629419,474.31920457967675,334.30489611129786,714.4678352323203
S13578,1,62,372.26764770731256,323.8462771873342,201.01611704385385,538.0240062859452,505.18679790626624,567.6811719697608
S5902,1,62,265.20535723131024,152.77350681021474,187.95966018470477,732.0000120125788,706.5857453501254,726.4459071098842
S15404,1,62,840.6947382859572,866.1818016569958,823.6630128288074,345.3262719462034,216.51481977180583,586.5248284415379
S18800,1,62,603.1816701037698,754.1444119614506,632.6745857601322,142.2179753100552,72.64761897672946,370.58422578753397
S16101,1,62,749.8696797063507,401.53937310634313,396.1137403930823,513.2008071833516,338.15292373342004,688.2416803611907
S2036,2,62,142.27258391202858,184.68453125569607,313.6851285697399,751.2197296395072,760.5984194966361,703.433246233043
S10989,4,62,333.78737819500236,956.5031936731829,825.488245211224,195.34285001282564,406.64742713588856,110.9125120742853
S3700,1,62,919.337781452232,761.5993222239272,777.5591737662988,432.0830156614009,249.37271594937175,675.3319281949852
S3522,2,62,939.7671970833244,439.50435640587295,571.9768017264953,602.8956038368167,395.57241969237725,814.3248412745346
S3111,1,62,915.7936409112276,147.33914109396696,463.15330525966164,816.4109733130116,632.1822112996634,986.4511204605144
S19759,1,62,130.77471753116143,345.3349565455582,382.04097972384926,620.8436580278453,664.253660089788,547.9116117148402
S6123,4,62,113.6994711049788,827.5328551212575,766.9037152115752,382.69598848100077,566.5592538635269,149.78396332525153
S19978,1,63,100.84031778887814,158.56415898888298,352.37357876004876,794.1385131172051,808.2786457449143,736.736160401935
S13050,2,63,269.4050104010969,826.5715191938842,710.9809287585765,227.4333185637266,413.78468199628014,54.68982256508726
S12753,2,63,852.9250714427777,657.9051336444354,654.8209380092169,404.2557146145841,195.067279486158,638.1851272518801
S17157,1,63,249.73061000203612,355.04400188728727,295.9791576626682,550.5263003774087,565.0278456421102,524.1137803228996
S7942,1,63,134.01281290780588,628.8964876797097,583.9098952123375,422.7560569874358,547.4159236290265,277.6559548692717
S14380,3,64,624.3831062031771,263.2192472843153,211.53956697684754,598.2252300801439,469.77124919279913,718.5453840262858
S1873,1,64,688.7103049102662,54.85017571283446,250.7698542278237,815.7483676698483,675.939848771232,931.7462122566244
S10865,1,64,603.5808987194038,880.0997183578447,755.6891379881109,112.53718705485518,164.38849752594186,349.26920197769607
S5116,2,64,226.61193447794014,421.19983176711895,361.1123334274641,504.1988635435974,542.2173755318846,458.7749847898131
S16165,1,64,197.83934837273398,32.29841249661081,276.54174994410675,867.9541669700841,843.9986295376997,848.7202945368309
S7881,5,64,385.1311824710454,352.24097422375945,223.09549872889167,507.4689411204581,474.7404611907068,542.8937308367636
S5452,2,64,251.32478591077012,74.27668874753701,211.71740037966,810.9540081888232,779.5000263358252,804.8666079415216
S8115,1,64,104.53141600348248,64.69072173460033,356.1456683552327,875.1612200649517,874.8250698256415,828.1053618279009
S10973,4,64,283.0188738199567,196.21562480775535,178.87343689515677,685.1653341847806,660.8904657327918,683.5251672597689
S16684,1,64,266.7830887777723,802.1797921241416,688.1462745832335,233.52782986763097,411.39697912482313,77.96171992237505
S13874,1,64,659.0157521068761,835.9619504969177,726.2568922996722,163.54643670337663,106.16586959133016,406.99932406019013
S14748,3,64,158.01681766942966,375.0691483384828,377.1931812080752,580.7918795109199,624.8730660813018,513.1842880403965
S19418,1,64,850.1884365048292,879.1086224949968,839.5409739432561,355.7221273277923,232.0487341719479,595.8754157290159
S12394,2,64,344.6853732513103,243.93670255467404,150.1633229882337,622.1908167122726,586.4240766956405,641.597640218662
S6990,1,64,978.6041014716301,312.9772206519307,553.7338782045412,720.221471391751,518.1305651501742,919.3124131152696
S14696,1,65,170.32692920460434,882.2112951643126,794.4628006368672,327.3959451011694,523.993315464773,84.04231303498342
S3426,4,65,342.7817129144618,634.7607466957612,507.19047385794113,262.08129473559046,342.7848977104162,259.8977276460553
S1352,1,65,137.1448027145553,343.1661154918769,375.50878491879445,618.8851475480636,660.3447824846107,548.6291861477154
S11126,2,65,627.3913010632981,14.513454722584807,214.86837258160062,843.2838480368137,717.4495857135547,941.6807175023501
S5798,5,65,439.9859669206849,524.7824285021488,385.3670977293622,327.50044371426463,310.0612187473679,400.05266671582586
S8540,2,66,915.7042851753516,968.0992751959656,949.0721293674363,436.8130814224789,340.37425196476715,667.3474033412133
S3455,1,66,897.3370142851921,171.30602221547696,445.75965905553574,786.3720866271692,603.0004850682969,956.2978664549604
S6574,2,66,165.43917586726076,650.8150909919626,586.3756854706565,384.53172039261085,512.7054584696319,245.00978918919697
S6035,2,66,844.6566217412967,410.73415369560115,476.57783383421196,558.9223955993118,363.51928437709455,753.5963739771973
