Attendee_ID,Group_Size,Arrival_Time_Min,Arrival_Location_X,Arrival_Location_Y,Dist_G1,Dist_G2,Dist_G3,Dist_G4,Dist_G5,Dist_G6
S2051,1,66,591.6299263755586,401.1674897557075,387.5688895215419,482.03554597018535,565.5372034379874,446.7991420366443,401.47389832505996,534.4210792419559
S12938,2,66,765.2544247099434,532.4564010521725,342.4788938431383,659.6143017250705,782.4085026692785,662.9974202731505,593.0485402045197,706.3608890826174
S9352,1,67,327.10461404176357,416.84621207264456,421.28789876960997,217.32263411891233,427.6765376033813,336.6593870174047,139.98953080621334,270.71404898603333
S11009,3,69,241.30201540548734,474.60148870350434,425.5551288377549,133.2231869908864,462.7787105102336,392.29207369066677,101.64669496872821,179.70079208116275
S6095,3,69,108.33452156576477,181.36750687440664,737.5695609376321,263.0839189409217,178.91105707893558,194.78107506008786,221.04562322228946,292.38201383021027
S6298,2,69,766.4356974562594,82.26867743339312,739.7738025529533,748.3653776209144,592.8438480641519,489.44190627975365,651.4718029108719,804.3905739787042
S8612,4,69,751.5714631904151,797.1347452505365,218.78435766810205,730.7802224090402,969.3087360486719,856.6637024526858,695.2870484939522,763.5409193431751
S2329,1,69,87.04168905784009,78.86410051015326,834.6653954722029,366.3877399137561,109.81790692852007,190.02266274777898,324.6422636131745,391.95861171833377
S12600,5,70,629.7979325998941,772.6205756081408,97.33747282981246,613.432329803469,881.3835680825217,773.7921014711163,584.8585791038756,643.7077970745571
S3030,1,70,454.48167375566555,201.8155691617693,587.7756979726232,420.08542149752725,333.56953871251983,213.0642244122681,322.2983598213077,475.6381697691409
S3288,3,71,561.2755369020342,522.4990266143374,263.30702862438216,456.4609984474283,635.3895060435389,522.6388771876688,394.9689099672998,502.3660836012116
S13039,2,71,485.83615677455293,735.5484278842514,67.94653517719566,474.1798615513424,782.6659183833664,684.260016853812,457.19903537425733,500.4410353420122
S6200,2,71,560.2384210488378,413.0361247779818,372.25087245072865,449.79559896542196,551.4350487675108,434.20309950230387,370.7614588965591,501.8218663877374
S13558,2,72,86.93586789709525,149.08814847351232,776.2827358898567,296.3668128648619,160.6277712044985,200.91740569135408,259.0830918771099,321.90574758161773
S2016,5,72,559.9813317600575,143.13078793672025,641.7308952975113,540.261140895748,403.18204322404,289.1094562179025,442.5561693236897,595.9593264764801
S2923,2,72,120.80035081030411,398.4286825072554,564.7487595801305,46.92603021250884,386.306141746352,351.1445233682739,70.61641655766189,92.84408678814327
S67,1,73,694.6825801823549,285.5538060996927,524.2491435470348,604.3985970882171,583.2846711655358,463.8006051998998,514.2881160624672,659.3465094489258
S13549,2,73,393.8689291645722,342.02334792058844,463.69459428960323,300.32849796451154,391.18465152106506,283.31580172893734,208.27643392991723,356.00661804369383
S2853,4,74,416.1296742902631,230.36422482095017,566.1652158054927,372.2900957863985,320.75812875601696,201.98766947601004,274.51135757811943,427.87144716373496
S1925,2,74,248.21270952911794,228.6661255160608,624.4416413647449,255.4101266266719,223.9256859213421,147.56394042806193,168.18202806328813,305.0310180802571
S7496,1,74,285.12511235586135,495.28867955231976,380.8561199342849,180.88185979831908,491.00630653437463,411.43226758051475,144.15549264605437,224.8913209418773
S4687,1,74,276.6177724753353,213.64772070345703,625.668567326764,283.74645251218885,220.9646872127023,129.71155886844747,193.24809591505274,334.54939523714
S4970,1,75,795.3279649728914,217.08500358107673,624.8712883963298,720.5919539872591,649.8560384327916,535.1596358554434,628.2125786944351,776.0376858023869
S883,1,75,617.9955764990553,52.19474320186581,737.0048413691839,640.5836125723865,442.18045971021286,342.47311116468666,542.8186360934706,695.751669585737
S9863,2,75,88.8672728731744,193.80280294791766,738.9774475191667,251.6525190706023,198.32548409581932,217.86053705075344,217.91356442209207,277.5340461118474
S6751,2,75,510.8928269799533,274.21995692481164,510.5671023994652,434.11390924794006,421.7064587588936,301.52137802988057,339.60786444762675,490.04065826779686
S6175,1,75,83.02091093599797,409.87658734395245,585.510344515047,44.804026305505815,404.7317881449157,379.29326551886015,109.89125746520331,63.80527404106917
S12670,1,76,83.64007804163451,294.784864221457,664.6034516791732,152.22560055524588,293.8308836972573,286.0833786460088,140.8305048081313,176.5884440354813
S8592,2,77,776.6227882058425,234.14848354704992,601.6146269503363,697.5345135078486,637.7189790058509,521.7181900071897,605.7037362707171,752.8595763034484
S747,1,77,682.6336165228179,419.7397079529865,394.01297126933434,571.6272974352936,646.6614035484642,526.59758064803,493.32735699377446,623.0041361570514
S6618,1,77,178.39267329966742,284.43938345061997,612.9635452644411,173.39810163912367,268.16857531489364,223.4369284248402,102.8728116244951,219.22418619853235
S3463,2,78,281.83068842819256,568.6415868763745,331.17574450881887,210.777152983285,562.1765419836303,484.7289766320469,203.697310397943,241.25758203840834
S5836,5,78,256.4630587966238,369.9070898026898,498.2827622134164,162.9621938859163,362.39132013381504,286.7066146534761,68.12150930700962,219.01318591984463
S9143,3,78,207.08561893727887,794.849903887797,326.2488000236219,363.210363187648,779.1472058161187,714.3424332368511,408.5832519783955,355.9157151145577
S653,3,78,711.6741155900926,488.23489083619575,345.7182646209338,601.7306791495381,712.9716573380748,593.6341704053013,531.068712288739,650.2696908072512
S322,1,79,65.96203170481623,54.10834972644807,866.8673314563157,392.97558752996616,117.56888137207311,213.13219972628326,355.0281128770161,415.91394797018484
S11491,2,79,69.40052613416458,499.71843228797326,544.117356726404,69.51492968915996,495.334848270046,464.7263497410945,165.65030338189013,30.70986440516266
S13960,3,79,276.6314029583714,53.61527484819728,774.4098766721246,424.25563787839036,106.14051161641476,30.323639850839918,343.97041780781274,468.6031605263411
S11643,3,80,385.09667092052905,697.0580691851264,171.85816945923682,372.3617909345985,711.7986410378842,622.5780375856186,366.4410081724974,395.1791116964115
S10730,1,80,407.4740474461481,76.6504479369499,718.7262078857761,472.0595623894234,237.98377057329216,130.68069951364217,378.39826802806823,523.7472327353432
S8346,3,80,795.4737333951555,267.71892794995756,579.3648415940032,706.3943644715006,667.3774474449608,550.0858158599214,616.623157053013,761.1833116433804
S2197,2,80,582.5270714618507,525.2062783062994,263.7552913757168,477.86341221901193,650.5696546601811,536.7193641734158,415.88180766404065,523.7843853058334
S2389,3,81,318.4994520496417,213.10124249009536,610.2049403843039,310.39674514172583,242.2502700525642,135.66856331766186,215.65815113631155,363.2677062623509
S7375,1,82,7.283840914014306,271.53498371129234,734.4922413694102,201.89765609766138,306.68576651733235,328.5393445095817,216.2877855638877,205.77940813611298
S10905,2,82,179.48865954615928,148.89015467765435,727.209181067552,303.25230385780986,132.63547115469166,117.16123209077762,237.96772970571874,342.0454987896763
S5098,3,82,147.43220882442367,175.09114064423468,721.0587049656433,271.72173915822486,161.59780119773055,158.41738997822804,215.83971892167875,307.1288188012045
S10030,2,82,731.5958025416971,583.0606153218766,282.6180766627357,635.3638924450588,792.7911494525306,675.1185615818288,575.7301658517861,679.4089167532055
S8082,1,83,172.797732280989,511.19451527397837,452.1625055711272,90.60779337860647,494.941650653579,439.78021648930735,125.82798094384393,118.52656755285157
S12722,1,83,440.29902189842096,135.0266593815923,655.8819765467218,451.4578378826205,288.58825923830136,171.10772175165704,354.5870083415347,505.5438366601038
S14615,1,83,143.3336572800024,301.9196572691456,620.2091734126603,146.015696258528,287.6561543166988,255.69973463556477,96.89700486699098,186.87316758342314
S10383,5,83,3.3728634705846083,758.079079004961,530.4395030004787,331.775008100182,761.9177006199882,727.556110780189,415.90677047475197,293.9165434584062
S2879,4,84,30.454251904378005,242.555018020541,739.0573296665292,217.55264408009833,269.74117414742693,293.16021551945664,215.26721060554038,229.57580471666034
S1317,1,85,489.3432997459614,248.24559070902038,537.8436053498799,425.7047051141251,388.8403702477963,268.4930413223976,329.3916059044196,481.75504191705244
S3926,3,85,368.686452879824,204.37608218285402,602.7983330408247,351.78282793244125,268.36624920900493,151.36929710275632,254.92520019622057,405.98182892702204
S6113,1,85,257.03572118985664,416.0596158987089,460.2700534598513,148.23639231377152,407.6649945403716,332.7221952940035,72.83617506420349,202.68494259736931
S4345,2,85,664.8807738955088,245.86187011920185,554.3159317170214,587.8913231212154,538.9515730751428,420.32589992553454,494.8959181735364,643.5161613967072
S9598,1,86,599.1421875824769,412.57036912692786,377.5405625670406,488.64217316215576,578.810898828964,460.1932599714259,409.545853759022,540.5415005034296
S9125,1,86,746.1642557467292,185.5263100729231,635.5316073073396,685.4051427997182,593.5316153424361,480.04031446883056,591.0032214185652,741.2632362160864
S11755,1,87,531.7500236046948,27.632114632875382,756.6703020669052,591.8603126953011,354.65535218564366,260.901318085127,495.34715709840833,645.5028142958057
S7686,1,87,723.5684797176285,312.9480844832197,508.3577387603962,625.9928176253703,621.651688585275,501.869127443799,538.2125178080282,680.2852068315042
S5426,1,87,675.3219337971301,334.4078094088988,471.8187094832511,574.4175408808708,590.9812233366299,470.5303538407655,487.7032374746858,628.463241566848
S11714,1,87,314.0086563837132,107.35115569208338,711.5407319832279,393.2137269234148,164.2889401239749,43.79641379169548,305.38133355834054,441.8076403749014
S4279,4,87,394.74142000218444,524.4722233004521,294.40076026770856,294.2950379017673,552.772336683616,455.99930778419025,246.4834395979582,337.5060787069929
S8239,2,87,639.8971714115785,34.73469032470726,757.1273351939709,668.5904846954923,462.98877065965115,366.22075258145327,570.8270069678251,723.7499506096975
S4012,1,87,198.207664654654,530.9333951041153,419.9890796182084,122.44923389388374,515.085717615187,453.88735775885175,144.53666724680812,149.52624387464925
S5374,1,87,620.8910037424135,204.13369079871063,586.7625365238846,563.1889577330231,481.7523322580748,364.29473068961414,467.54842844300344,619.2124623208128
S2231,3,87,17.521054374498135,679.9843083537198,526.0888404689749,253.62270447255548,682.667099721117,650.0771566402168,340.5356656071301,214.5731771557649
S386,1,88,799.0685759827765,790.9794141403785,265.98859352274167,769.9291505427727,993.3755884375399,878.9018667080046,730.7326489981189,804.238115202046
S11499,3,88,798.273641467725,370.6884617668733,491.2826286851015,690.6818095326472,715.015751565897,594.9422519720224,608.0618716739257,743.2780327182631
S10543,1,88,350.4857897546845,335.40687650867017,484.6414013799582,262.6434962677035,363.1084735519886,261.98835498111913,168.05482344356707,318.64647337153474
S8653,1,88,94.03707844265128,112.8093316242576,802.3300422321986,332.08413795972245,127.46787739721387,185.22372091685466,290.2665718244096,358.6550915326822
S10136,2,88,703.4898128467443,295.4532048276459,517.6709377002951,610.4091917851729,595.6860212577582,476.0626612109365,521.1040389330882,665.1405286703756
S7438,1,88,113.58168966511278,468.41028778453494,525.2010836411998,24.065164994323396,456.60163536422806,417.7611422338455,112.23182552037896,51.94587657334012
S11936,3,89,661.0116934735636,381.49018681313197,422.6129478578424,553.0650410281995,606.1213718463039,485.8041115086742,470.61934327348945,605.8516929644288
S163,2,90,672.812408794181,360.3960060613142,446.31519096263725,567.5287566949404,603.3044582030121,482.8041709368286,483.10379534999606,620.9026777864984
S1430,2,90,401.10358691914473,256.6030997352486,543.9715837404588,345.1475069420067,328.41590133509186,212.64105024213944,247.56500881945132,400.9490093283705
S3312,1,91,286.9404947799696,583.1937618031195,317.91522842314566,223.65203449634444,577.4297941208353,499.3560643814831,219.00378578319268,252.1191232341975
S10885,2,91,110.73521121540199,613.4727880041293,455.66243195372425,169.04280469395243,600.8953239003233,555.0237049345307,240.4535844241139,151.63373235581054
S12251,1,91,667.1531864043812,269.84245680389574,531.6209532564571,582.3981681015069,551.6125917779957,432.1840817535376,490.8240589348991,637.7184994190097
S796,1,91,762.6595945664845,49.59044856170873,769.7194550689929,761.4831982679813,586.3303403676454,486.87593668788463,664.1068445819105,817.4010399641245
S14935,1,92,380.3269832637983,786.7343837938894,152.85621921389932,435.22121000897516,796.7684682177769,710.3532390708893,442.9071977960633,449.29855559878956
S2460,5,92,3.889981424654909,338.09754845597206,692.2632566213589,151.31256832868706,365.5596848406215,373.07502280030184,192.7346465611132,143.99882506685853
S1796,3,92,118.0903667483153,633.5912264528066,441.58741800216643,189.2727141520979,620.1488889060537,572.1636858925077,257.3576687891051,173.05040615085431
S14443,1,92,619.9243534275458,718.537033834439,108.8682673369802,577.5711248801272,830.1274624335815,721.3300115511449,542.8182145698868,611.0888302775526
S2675,1,92,654.0940311480534,614.3515198236454,208.58324727903343,568.5399645641451,764.887312781382,650.8012848144247,516.5860731995335,609.7665585228182
S6326,4,93,113.16797359402094,405.88059359705574,565.3305219773299,38.58566852600137,394.846671655648,361.2307997811829,79.6202545794503,82.24573529954066
S5575,1,93,297.12191773708287,533.2232566379148,344.6097321077672,205.72943467972354,530.6602752889215,449.7370603460722,181.33308357936,243.80201009027877
S3120,2,93,725.4811312040042,12.81278483794761,795.0975770111997,750.4791314270559,548.2154300092848,454.08915214007504,652.696031051205,806.0263618554679
S8358,1,94,135.83916640077672,561.7571862053651,455.4038680151837,119.81518585495633,547.0556806761306,498.23471689297446,183.45786411758928,117.99109836109969
S1487,4,94,347.3582559520248,130.8094477847833,679.3931460183129,392.3892848929917,205.0520180821745,84.54472765036854,300.10295681139974,443.47905765706844
S6054,1,94,369.37412163320244,565.988474036038,272.92392830976786,285.05175036533274,582.312981310059,490.823286503059,253.3818264006022,322.33781779063554
S9451,5,94,99.97204589348794,641.1182421213005,456.2416625678376,197.02622268530902,629.6089349910136,584.6271963083003,270.1055374514389,175.35460524277855
S14685,1,95,753.2141794493257,731.0866719030837,226.39330724869623,702.7921980079744,917.9664856769716,803.483800444607,659.8511759860245,739.1976774394983
S12282,2,95,497.6241446229043,299.3781737655076,486.2235184434241,412.43380944584584,427.5172518724115,308.36913065626584,319.34792431026546,468.1628274541891
S941,1,95,366.4217094671525,343.9631350307202,470.85077865965627,273.9684699827686,378.3604142952529,274.9737864803671,181.09394063945646,329.7952617602211
S13801,1,95,270.4761184511568,719.3902977657427,270.58870536755245,317.58912322319054,709.2671548818547,635.4870359095482,342.2775152931667,325.2685145057296
S507,2,95,764.1658568689535,74.41937248373564,746.5212628543132,750.2199298014694,589.7626295747232,487.2621798947006,653.1807026632696,806.2247493841239
S14910,3,95,742.8272721146107,408.82050169161107,430.0516643375936,632.2910332802866,688.43371231868,567.9327940836387,552.8535679514652,683.9090520486811
S5390,1,95,128.58777502889166,626.1396661820336,434.39247820474463,182.5057363027986,611.8069917631923,562.1469820470718,247.38492195024185,169.87903788754076
S4269,1,96,232.27603284848524,389.1344913180185,496.6790856060069,132.79692512498045,376.8959134257558,308.45682796968623,41.93213145286108,188.8094794069534
S13747,1,96,208.41246650168452,499.61851233925773,431.86528442095164,111.48928896957001,484.34718842701915,421.3017262084466,114.43513018362778,149.71137922862894
S1978,2,96,518.1697171674766,444.6180685592104,340.01379762697263,406.62988591854713,547.4372001964107,433.88419535061627,332.843945258719,457.2146476199466
S1981,2,96,469.6335858436213,5.180771323982469,781.7061932226188,566.7209712463658,292.56731641049265,208.114137124585,472.70059526457305,618.4652693184172
S153,5,96,663.714252754739,644.5238220455147,191.2618576313802,587.310243894409,794.556794602397,681.0348166182337,539.00700457539,626.839449375963
S3803,3,96,13.86130700596162,102.3461278489112,857.1684155875704,355.7580313649751,184.6973906318293,263.77851799317824,334.62977578912717,370.74807487142755
S4335,3,96,468.03973156557174,657.4913701259628,142.55474466862634,415.31492509248386,704.0625090095191,604.5348687807691,387.88032190664893,447.5459343147727
S9444,3,96,19.857138007332065,175.19869591375894,796.5484903732864,284.4156138640102,223.69226481470056,272.85430051197494,271.63408861091494,297.750448319934
S8203,1,96,27.672251394082537,293.27064943443605,704.7216749527199,172.868450872677,314.81596727349245,325.55083104402314,187.61262239514008,179.96793539602604
S3679,1,97,764.2734562717203,46.99813921623175,772.6754218450224,764.2085596147328,587.8003992743843,488.67490251443576,666.8144845878707,820.1195526012681
S4462,1,97,355.05633382350095,547.2588767838362,296.49838980302195,264.33625127944174,559.9566845893238,469.8518301454016,230.03086619846604,303.39784069529213
S1276,1,97,58.865417743838044,326.34187494474486,659.3069356876705,129.30526664605893,331.9093846410902,326.100427504526,144.70140621105855,143.68535625648357
S4510,5,97,386.5257057319217,636.0474691104757,208.52308848848165,335.16225121741763,654.1447926513674,562.8702357731022,317.29811671123684,364.8415790704641
S921,1,98,203.0803622479545,164.36595211407825,702.3351625947297,294.6465599959825,150.3240393680514,109.23587930084126,222.60102917811167,336.7668023425031
S13983,5,98,319.32526552322093,44.117376451028264,770.4536791739018,451.0282535713589,144.7519226334903,58.11448026711122,365.9445898108795,497.7623582001137
S7660,1,99,393.316011691272,770.2716555744119,140.54977241441702,430.77759825887586,784.338443286837,696.1220067005717,434.0109961145897,447.39093759754115
S4387,3,99,397.5226237586999,212.81094039764756,587.3666109418567,368.01413213484926,295.1870795350844,176.45135379054284,270.36343180023664,423.0246353672462
S3325,2,100,730.9463434194946,188.61826544222006,627.659107801919,670.1529596765407,579.873266969677,465.8632482429524,575.6456896605872,726.0301117185176
S12324,1,100,504.7308548451786,71.89324741900025,712.9750183754204,541.6495121797885,332.14435399636244,228.05245155716935,444.7873088686905,595.6514747027444
S1617,3,100,582.2389116630148,102.29079027406165,683.7736615406222,581.9090324915295,413.99697304461483,305.79359120078755,484.1047942344036,637.3479042722199
S1946,4,100,662.7392538207044,452.1328999312029,356.5466307305979,551.2531740364915,652.416818693514,533.2595986911206,476.84275121915584,601.3446013048787
S1496,3,100,338.9946568424735,398.25728326912497,432.1243970261658,232.0943200228658,414.80672088642984,320.3766134575415,149.03058994594713,286.4637074606377
S10975,4,100,527.6183821529735,363.7691740279693,420.56848351239523,423.82520001888025,493.4499458281698,375.65604737132264,337.9706937047374,477.91429902947976
S11390,1,100,733.8338073821983,647.7693512476396,242.7124957920485,654.672329791863,841.7501869320535,725.677231934904,602.9132052988756,695.2836517736355
S10909,1,100,430.69570699263585,359.41121175986615,437.07108188479714,330.2861834618767,426.5735286541118,315.45142807154446,241.8096973541621,385.2494473487412
S12754,1,101,733.8854780424365,303.1906387346134,521.3026476634913,638.1717202184506,626.2068946795384,506.77381467085075,549.8297758718871,692.6126458868528
S3198,4,101,416.9506874620334,460.6671867754395,343.8668383032122,305.84203381411857,504.90566921987767,401.886781912104,238.32968347040887,355.41309985613987
S9222,1,101,152.09818874942638,788.5798647876663,381.0896661580543,346.5296518790968,772.7170538568915,715.6267112694217,403.79576707363,331.1678402525526
S12554,2,101,791.9925725165364,719.2509744624275,266.87793898007266,733.8537999036166,933.838074121828,817.8294597688314,687.4166094581132,771.6939014980985
S7099,1,101,267.21223318728045,102.73643181594467,731.6150935605422,375.48591902183495,124.75703025883574,21.19348574995834,294.07369004533354,420.8731704357121
S14633,1,101,786.0450628313375,53.09136309277367,773.7031661698604,779.8106594322694,609.8808052207937,509.98209683394975,682.6430118735674,835.7908597503514
S11267,1,101,48.44390660832056,550.1345943249721,538.3190115553167,123.10223798425301,549.1866086767949,519.2078693218904,216.560935952902,81.2170810463231
S167,1,101,164.87675742761806,356.95946031148844,564.1420424504304,102.45121075020857,340.911912317207,295.1479053157544,39.13339707160096,153.07463464969987
S3793,1,101,131.20821810716095,702.9731436803276,410.10066172027507,259.28829368798273,688.243565856424,635.9719820543157,321.8599057436422,243.13246810374554
S6393,1,102,582.9351756865098,545.2501516359777,244.17727252993063,482.0558585378146,666.6149945118145,553.5417583779025,423.3624785331576,526.6784930107497
S4904,4,102,245.1190457558547,151.4551613302044,695.3155950716493,321.9918689402674,151.25070542849843,74.66539480860867,241.42949416277114,367.59762490067646
S7607,2,102,247.2401578686883,538.3400107646454,377.1593878046028,165.0251515201848,526.7340161640647,455.3765507073026,162.02320151957196,197.76322032416982
S2111,2,102,186.3561292181865,288.3308857547286,605.1958635331654,173.1040098709636,272.20922033773024,223.5904246922449,98.35978108130158,220.34693870212215
S14094,2,103,335.83125546623427,786.076133737056,197.34056148195035,408.68986695995574,785.9619809586761,704.6000822490762,425.1120281423801,418.41831773577127
S102,1,103,16.66940122842009,243.6474370745648,747.7117610305697,222.06937320058444,278.3770010424874,305.41411656380274,225.0037117972911,230.7805715239959
S10896,1,103,515.7164200908433,84.32966371173096,700.1888445874954,541.3245791488079,345.21469916213306,238.72010994582135,444.0597303426092,595.7421816055343
S11821,1,103,346.6708683964217,714.2195603217464,199.22612214859515,357.87143931820947,718.2086253565873,634.122199541255,362.9662343942744,375.33222839769445
S9486,2,103,319.37508950036084,51.014575192782985,763.8159127519642,444.94119511087524,146.28377350842064,53.66377573393872,359.51554667095706,491.90021346142555
